,Unnamed: 0,file,a,a_tag,X,X_tag,b,b_tag,grammar cateogry,encode_cat,encode_pos,name,encoded_case,aXb,pred_y_aX_Xb,pred_y_aXb,fold,aXb_correct,aX_Xb_correct
3512,12192,Aran/020225.xml,doesn't,mod~neg,she,pro:sub,E,/e,NOUN,6,84,Aran,2,doesn't_E,2,2,1,1,1
9290,9581,Aran/020218.xml,S,/s,I,pro:sub,don't,mod~neg,NOUN,6,84,Aran,2,S_don't,2,2,1,1,1
20794,14547,Peter/020415.xml,S,/s,I,pro:sub,don't,mod~neg,NOUN,6,84,Peter,2,S_don't,2,2,1,1,1
15646,13331,Aran/020302.xml,aren't,aux~neg,they,pro:sub,E,/e,NOUN,6,84,Aran,2,aren't_E,2,2,1,1,1
9933,20619,Aran/020315.xml,get,v,him,pro:obj,out,adv,NOUN,6,72,Aran,1,get_out,1,1,1,1,1
17326,10921,Nina/020528.xml,what's,pro:int~cop,she,pro:sub,doing,part,NOUN,6,84,Nina,2,what's_doing,2,2,1,1,1
18602,17195,Aran/020211.xml,haven't,aux~neg,we,pro:sub,E,/e,NOUN,6,84,Aran,2,haven't_E,2,2,1,1,1
3584,3583,Nina/020206.xml,on,prep,her,pro:obj,E,/e,NOUN,6,72,Nina,1,on_E,1,1,1,1,1
4833,9997,Naomi/011010b.xml,no,co,we,pro:sub,don't,mod~neg,NOUN,6,84,Naomi,2,no_don't,2,2,1,1,1
369,4277,Eve/020200a.xml,watch,v,your,det:poss,foot,n,DET,4,25,Eve,0,watch_foot,0,0,1,1,1
9035,23709,Anne/020328.xml,on,prep,them,pro:obj,don't,mod~neg,NOUN,6,72,Anne,1,on_don't,2,2,1,0,0
1874,13310,Aran/011112.xml,did,mod,we,pro:sub,have,v,NOUN,6,84,Aran,2,did_have,2,2,1,1,1
10485,14899,Nina/020406.xml,were,cop,they,pro:sub,called,v,NOUN,6,84,Nina,2,were_called,2,2,1,1,1
22985,11351,Aran/020524.xml,oh,co,I,pro:sub,can,mod,NOUN,6,84,Aran,2,oh_can,2,2,1,1,1
18543,15306,Naomi/010616.xml,that's,pro:dem~cop,your,det:poss,foot,n,DET,4,25,Naomi,0,that's_foot,0,0,1,1,1
12917,19475,Nina/020228.xml,there,adv,we,pro:sub,go,v,NOUN,6,84,Nina,2,there_go,2,2,1,1,1
8919,9052,Anne/020412.xml,shall,mod,I,pro:sub,hide,v,NOUN,6,84,Anne,2,shall_hide,2,2,1,1,1
21418,20997,Eve/010900b.xml,changing,part,her,det:poss,diaper,n,DET,4,25,Eve,0,changing_diaper,0,0,1,1,1
5339,13684,Anne/020015.xml,shall,mod,I,pro:sub,put,v,NOUN,6,84,Anne,2,shall_put,2,2,1,1,1
13803,12647,Anne/020604.xml,buy,v,them,pro:obj,E,/e,NOUN,6,72,Anne,1,buy_E,1,1,1,1,1
13417,17347,Anne/020015.xml,think,v,he,pro:sub,wants,v,NOUN,6,84,Anne,2,think_wants,2,2,1,1,1
11579,11808,Aran/020211.xml,not,neg,me,pro:obj,E,/e,NOUN,6,72,Aran,1,not_E,1,1,1,1,1
17209,5883,Eve/020100a.xml,are,cop,they,pro:sub,clean,v,NOUN,6,84,Eve,2,are_clean,2,2,1,1,1
4365,15379,Aran/020503.xml,didn't,mod~neg,she,pro:sub,E,/e,NOUN,6,84,Aran,2,didn't_E,2,2,1,1,1
2376,21540,Aran/020427.xml,story,n,we,pro:sub,were,aux,NOUN,6,84,Aran,2,story_were,2,2,1,1,1
24746,2230,Naomi/020430.xml,blow,v,your,det:poss,nose,n,DET,4,25,Naomi,0,blow_nose,0,0,1,1,1
18531,15683,Naomi/011102.xml,let,v,me,pro:obj,see,v,NOUN,6,72,Naomi,1,let_see,1,1,1,1,1
6698,22416,Peter/020010.xml,yeah,co,I,pro:sub,see,v,NOUN,6,84,Peter,2,yeah_see,2,2,1,1,1
16893,22106,Aran/020517.xml,is,cop,he,pro:sub,E,/e,NOUN,6,84,Aran,2,is_E,2,2,1,1,1
16006,6500,Aran/020413.xml,aren't,aux~neg,I,pro:sub,E,/e,NOUN,6,84,Aran,2,aren't_E,2,2,1,1,1
22633,22213,Nina/020305.xml,in,prep,his,det:poss,hand,n,DET,4,25,Nina,0,in_hand,0,0,1,1,1
12060,16969,Peter/020100.xml,eat,v,your,det:poss,chips,n,DET,4,25,Peter,0,eat_chips,0,0,1,1,1
9349,4518,Nina/020212.xml,now,adv,we,pro:sub,hafta,mod~inf,NOUN,6,84,Nina,2,now_hafta,2,2,1,1,1
5421,7208,Anne/011106.xml,S,/s,my,det:poss,feet,n,DET,4,25,Anne,0,S_feet,0,0,1,1,1
4464,19969,Anne/011120.xml,S,/s,I,pro:sub,saw,v,NOUN,6,84,Anne,2,S_saw,2,2,1,1,1
5492,19465,Aran/020517.xml,sell,v,me,pro:obj,some,qn,NOUN,6,72,Aran,1,sell_some,1,1,1,1,1
21398,4514,Anne/020108.xml,have,v,I,pro:sub,got,v,NOUN,6,84,Anne,2,have_got,2,2,1,1,1
22438,19318,Anne/020108.xml,S,/s,I,pro:sub,like,v,NOUN,6,84,Anne,2,S_like,2,2,1,1,1
21867,13068,Aran/020107.xml,got,part,them,pro:obj,going,part,NOUN,6,72,Aran,1,got_going,1,1,1,1,1
6476,16491,Eve/010700b.xml,with,prep,them,pro:obj,on,prep,NOUN,6,72,Eve,1,with_on,1,1,1,1,1
5132,7265,Anne/020122.xml,want,v,me,pro:obj,to,inf,NOUN,6,72,Anne,1,want_to,1,1,1,1,1
9964,11681,Anne/011021.xml,S,/s,I,pro:sub,like,v,NOUN,6,84,Anne,2,S_like,2,2,1,1,1
14003,8261,Nina/020115.xml,that's,pro:dem~cop,your,det:poss,bottle,n,DET,4,25,Nina,0,that's_bottle,0,0,1,1,1
20191,20988,Anne/020017.xml,wants,v,his,det:poss,tea,n,DET,4,25,Anne,0,wants_tea,0,0,1,1,1
6065,16736,Eve/020100b.xml,yeah,co,I,pro:sub,see,v,NOUN,6,84,Eve,2,yeah_see,2,2,1,1,1
3424,24398,Nina/020318.xml,that,comp,your,det:poss,comb,n,DET,4,25,Nina,0,that_comb,0,0,1,1,1
7962,18616,Anne/011120.xml,here,adv,we,pro:sub,go,v,NOUN,6,84,Anne,2,here_go,2,2,1,1,1
8491,762,Nina/020528.xml,S,/s,I,pro:sub,didn't,mod~neg,NOUN,6,84,Nina,2,S_didn't,2,2,1,1,1
11845,22875,Anne/020414.xml,think,v,he,pro:sub,might,mod,NOUN,6,84,Anne,2,think_might,2,2,1,1,1
17852,23208,Aran/020427.xml,well,co,we,pro:sub,don't,mod~neg,NOUN,6,84,Aran,2,well_don't,2,2,1,1,1
8518,18477,Nina/020524.xml,S,/s,she,pro:sub,says,v,NOUN,6,84,Nina,2,S_says,2,2,1,1,1
21762,21284,Eve/010900c.xml,want,v,me,pro:obj,to,inf,NOUN,6,72,Eve,1,want_to,1,1,1,1,1
7454,21329,Anne/020017.xml,are,cop,we,pro:sub,going,part,NOUN,6,84,Anne,2,are_going,2,2,1,1,1
10039,19615,Naomi/020125.xml,need,v,her,det:poss,legs,n,DET,4,25,Naomi,0,need_legs,0,0,1,1,1
16959,9580,Nina/020003.xml,S,/s,I,pro:sub,took,v,NOUN,6,84,Nina,2,S_took,2,2,1,1,1
5673,20228,Aran/020107.xml,said,v,he,pro:sub,wants,v,NOUN,6,84,Aran,2,said_wants,2,2,1,1,1
6058,11310,Anne/020212.xml,there,adv,he,pro:sub,is,cop,NOUN,6,84,Anne,2,there_is,2,2,1,1,1
19988,8281,Peter/020616.xml,put,v,your,det:poss,leg,n,DET,4,25,Peter,0,put_leg,0,0,1,1,1
4253,776,Eve/010900c.xml,take,v,them,pro:obj,out,adv,NOUN,6,72,Eve,1,take_out,1,1,1,1,1
6732,214,Naomi/011130.xml,blow,v,your,det:poss,nose,n,DET,4,25,Naomi,0,blow_nose,0,0,1,1,1
17821,2429,Nina/020406.xml,did,mod,they,pro:sub,scare,v,NOUN,6,84,Nina,2,did_scare,2,2,1,1,1
7601,1238,Aran/020128.xml,shall,mod,we,pro:sub,run,v,NOUN,6,84,Aran,2,shall_run,2,2,1,1,1
18115,18507,Aran/011112.xml,no,co,we,pro:sub,won't,mod~neg,NOUN,6,84,Aran,2,no_won't,2,2,1,1,1
21390,4917,Nina/020314.xml,S,/s,she,pro:sub,has,aux,NOUN,6,84,Nina,2,S_has,2,2,1,1,1
19475,21653,Nina/020318.xml,into,prep,his,det:poss,house,n,DET,4,25,Nina,0,into_house,0,0,1,1,1
23931,18244,Anne/020301.xml,are,cop,they,pro:sub,going,part,NOUN,6,84,Anne,2,are_going,2,2,1,1,1
24158,16087,Nina/020318.xml,S,/s,he,pro:sub,what,pro:int,NOUN,6,84,Nina,2,S_what,0,0,1,0,0
19517,18182,Nina/020426.xml,S,/s,I,pro:sub,don't,mod~neg,NOUN,6,84,Nina,2,S_don't,2,2,1,1,1
22054,20504,Anne/020015.xml,shall,mod,we,pro:sub,draw,v,NOUN,6,84,Anne,2,shall_draw,2,2,1,1,1
23471,11385,Aran/020517.xml,hasn't,aux~neg,she,pro:sub,got,v,NOUN,6,84,Aran,2,hasn't_got,2,2,1,1,1
24083,17788,Eve/020100a.xml,well,co,I,pro:sub,don't,mod~neg,NOUN,6,84,Eve,2,well_don't,2,2,1,1,1
10734,18074,Anne/011120.xml,S,/s,I,pro:sub,don't,mod~neg,NOUN,6,84,Anne,2,S_don't,2,2,1,1,1
9666,11991,Anne/011021.xml,think,v,we,pro:sub,might,mod,NOUN,6,84,Anne,2,think_might,2,2,1,1,1
22548,22291,Aran/020002.xml,moment,n,she,pro:sub,saw,v,NOUN,6,84,Aran,2,moment_saw,2,2,1,1,1
23304,20305,Nina/020528.xml,want,v,me,pro:obj,to,inf,NOUN,6,72,Nina,1,want_to,1,1,1,1,1
14566,21252,Eve/010900b.xml,finish,v,your,det:poss,grape,n,DET,4,25,Eve,0,finish_grape,0,0,1,1,1
12914,966,Anne/011120.xml,can,mod,we,pro:sub,see,v,NOUN,6,84,Anne,2,can_see,2,2,1,1,1
11635,17120,Nina/020525.xml,isn't,cop~neg,he,pro:sub,E,/e,NOUN,6,84,Nina,2,isn't_E,2,2,1,1,1
18087,19048,Nina/020129.xml,does,v,he,pro:sub,have,aux,NOUN,6,84,Nina,2,does_have,2,2,1,1,1
3279,18142,Aran/020420.xml,saw,n,her,det:poss,E,/e,DET,4,25,Aran,0,saw_E,1,1,1,0,0
3312,14101,Anne/020017.xml,can't,mod~neg,he,pro:sub,E,/e,NOUN,6,84,Anne,2,can't_E,2,2,1,1,1
22687,10709,Naomi/020101.xml,well,co,I,pro:sub,think,v,NOUN,6,84,Naomi,2,well_think,2,2,1,1,1
8554,1079,Aran/020427.xml,know,v,I,pro:sub,think,v,NOUN,6,84,Aran,2,know_think,2,2,1,1,1
9599,17047,Aran/020524.xml,hasn't,aux~neg,he,pro:sub,E,/e,NOUN,6,84,Aran,2,hasn't_E,2,2,1,1,1
15333,23069,Naomi/011011.xml,shall,mod,we,pro:sub,have,v,NOUN,6,84,Naomi,2,shall_have,2,2,1,1,1
15594,13301,Anne/020604.xml,see,v,him,pro:obj,isn't,cop~neg,NOUN,6,72,Anne,1,see_isn't,1,1,1,1,1
22159,18608,Aran/020517.xml,and,coord,his,det:poss,friend,n,DET,4,25,Aran,0,and_friend,0,0,1,1,1
21537,7081,Aran/011126.xml,S,/s,we,pro:sub,went,v,NOUN,6,84,Aran,2,S_went,2,2,1,1,1
5571,21843,Anne/020502.xml,shall,mod,I,pro:sub,put,v,NOUN,6,84,Anne,2,shall_put,2,2,1,1,1
24169,24413,Peter/020324.xml,no,co,I,pro:sub,didn't,mod~neg,NOUN,6,84,Peter,2,no_didn't,2,2,1,1,1
23358,6367,Anne/020414.xml,are,0aux,we,pro:sub,gonna,part,NOUN,6,84,Anne,2,are_gonna,2,2,1,1,1
19651,22942,Nina/020212.xml,shall,mod,I,pro:sub,draw,v,NOUN,6,84,Nina,2,shall_draw,2,2,1,1,1
3923,20390,Nina/020418.xml,are,cop,they,pro:sub,covering,part,NOUN,6,84,Nina,2,are_covering,2,2,1,1,1
7289,12471,Anne/020502.xml,didn't,mod~neg,he,pro:sub,E,/e,NOUN,6,84,Anne,2,didn't_E,2,2,1,1,1
3268,23580,Aran/020002.xml,don't,mod~neg,they,pro:sub,E,/e,NOUN,6,84,Aran,2,don't_E,2,2,1,1,1
13063,5008,Anne/011118.xml,is,cop,he,pro:sub,coming,part,NOUN,6,84,Anne,2,is_coming,2,2,1,1,1
10994,13762,Aran/020121.xml,in,prep,her,det:poss,hand,n,DET,4,25,Aran,0,in_hand,0,0,1,1,1
23814,6137,Anne/020328.xml,in,prep,his,det:poss,mouth,n,DET,4,25,Anne,0,in_mouth,0,0,1,1,1
24133,23234,Naomi/020109.xml,S,/s,I,pro:sub,don't,mod~neg,NOUN,6,84,Naomi,2,S_don't,2,2,1,1,1
14347,1017,Anne/020017.xml,shall,mod,we,pro:sub,put,v,NOUN,6,84,Anne,2,shall_put,2,2,1,1,1
9566,15009,Nina/020526.xml,to,inf,him,pro:obj,E,/e,NOUN,6,72,Nina,1,to_E,1,1,1,1,1
8251,12120,Nina/020305.xml,Joey,n:prop,I,pro:sub,see,v,NOUN,6,84,Nina,2,Joey_see,2,2,1,1,1
7550,1256,Nina/020318.xml,yeah,co,I,pro:sub,guess,n,NOUN,6,84,Nina,2,yeah_guess,2,2,1,1,1
2298,15635,Naomi/020117.xml,if,conj,they,pro:sub,want,v,NOUN,6,84,Naomi,2,if_want,2,2,1,1,1
19881,12955,Anne/020504.xml,make,v,him,pro:obj,E,/e,NOUN,6,72,Anne,1,make_E,1,1,1,1,1
4709,8864,Nina/020528.xml,bring,v,her,pro:obj,over,prep,NOUN,6,72,Nina,1,bring_over,1,1,1,1,1
18004,21998,Aran/020517.xml,up,adv,them,pro:obj,E,/e,NOUN,6,72,Aran,1,up_E,1,1,1,1,1
18828,12662,Nina/020525.xml,do,mod,they,pro:sub,E,/e,NOUN,6,84,Nina,2,do_E,2,2,1,1,1
24749,321,Eve/020000a.xml,with,prep,his,det:poss,pencil,n,DET,4,25,Eve,0,with_pencil,0,0,1,1,1
344,11766,Aran/020121.xml,are,cop,we,pro:sub,getting,n:gerund,NOUN,6,84,Aran,2,are_getting,2,2,1,1,1
10167,2058,Anne/020502.xml,S,/s,she,pro:sub,could,mod,NOUN,6,84,Anne,2,S_could,2,2,1,1,1
20850,16007,Nina/020129.xml,S,/s,I,pro:sub,think,v,NOUN,6,84,Nina,2,S_think,2,2,1,1,1
24862,23676,Nina/020426.xml,to,prep,your,det:poss,home,n,DET,4,25,Nina,0,to_home,0,0,1,1,1
2414,14501,Eve/020000a.xml,S,/s,he,pro:sub,did,v,NOUN,6,84,Eve,2,S_did,2,2,1,1,1
22389,18521,Nina/020426.xml,under,adv,my,det:poss,sweater,n,DET,4,25,Nina,0,under_sweater,0,0,1,1,1
13996,17183,Nina/020212.xml,S,/s,I,pro:sub,bought,v,NOUN,6,84,Nina,2,S_bought,2,2,1,1,1
12663,10485,Anne/020301.xml,there,adv,we,pro:sub,are,cop,NOUN,6,84,Anne,2,there_are,2,2,1,1,1
5648,6662,Eve/010700b.xml,with,prep,them,pro:obj,E,/e,NOUN,6,72,Eve,1,with_E,1,1,1,1,1
6664,3061,Aran/011126.xml,want,v,your,det:poss,rat,n,DET,4,25,Aran,0,want_rat,0,0,1,1,1
16909,12653,Naomi/011011.xml,S,/s,I,pro:sub,don't,mod~neg,NOUN,6,84,Naomi,2,S_don't,2,2,1,1,1
24656,21071,Eve/010800.xml,on,prep,my,det:poss,lap,n,DET,4,25,Eve,0,on_lap,0,0,1,1,1
7814,10366,Nina/020314.xml,can,mod,I,pro:sub,have,v,NOUN,6,84,Nina,2,can_have,2,2,1,1,1
12317,19653,Anne/011104.xml,is,cop,he,pro:sub,going,part,NOUN,6,84,Anne,2,is_going,2,2,1,1,1
20959,16890,Eve/010600b.xml,move,v,your,det:poss,high,n,DET,4,25,Eve,0,move_high,0,0,1,1,1
6860,10606,Nina/020527.xml,are,cop,your,det:poss,new,adj,DET,4,25,Nina,0,are_new,0,0,1,1,1
23982,22417,Aran/020302.xml,because,conj,she,pro:sub,finds,v,NOUN,6,84,Aran,2,because_finds,2,2,1,1,1
20658,16532,Nina/020318.xml,comb,v,your,det:poss,hair,n,DET,4,25,Nina,0,comb_hair,0,0,1,1,1
14145,10397,Eve/010600a.xml,S,/s,I,pro:sub,know,v,NOUN,6,84,Eve,2,S_know,2,2,1,1,1
12857,8730,Aran/020610.xml,break,v,his,det:poss,sledge,v,DET,4,25,Aran,0,break_sledge,1,0,1,1,0
6028,17402,Aran/020517.xml,driving,part,them,pro:obj,round,adv,NOUN,6,72,Aran,1,driving_round,1,1,1,1,1
17721,775,Aran/020211.xml,in,prep,your,det:poss,train,n,DET,4,25,Aran,0,in_train,0,0,1,1,1
7980,18259,Naomi/020200.xml,S,/s,he,pro:sub,likes,v,NOUN,6,84,Naomi,2,S_likes,2,2,1,1,1
4131,12948,Aran/020524.xml,didn't,mod~neg,he,pro:sub,climb,v,NOUN,6,84,Aran,2,didn't_climb,2,2,1,1,1
17230,17876,Aran/020517.xml,does,mod,she,pro:sub,E,/e,NOUN,6,84,Aran,2,does_E,2,2,1,1,1
432,9335,Eve/020100b.xml,for,prep,your,det:poss,lunch,n,DET,4,25,Eve,0,for_lunch,0,0,1,1,1
8158,12960,Anne/020017.xml,want,v,me,pro:obj,to,inf,NOUN,6,72,Anne,1,want_to,1,1,1,1,1
19413,13730,Nina/020527.xml,put,v,your,det:poss,diapers,n,DET,4,25,Nina,0,put_diapers,0,0,1,1,1
21530,8185,Eve/020200b.xml,if,conj,they,pro:sub,can,mod,NOUN,6,84,Eve,2,if_can,2,2,1,1,1
4623,20110,Nina/020526.xml,what's,pro:int~cop,her,det:poss,name,n,DET,4,25,Nina,0,what's_name,0,0,1,1,1
11187,3898,Nina/011124.xml,shall,mod,we,pro:sub,take,v,NOUN,6,84,Nina,2,shall_take,2,2,1,1,1
23401,14765,Nina/020528.xml,for,prep,him,pro:obj,E,/e,NOUN,6,72,Nina,1,for_E,1,1,1,1,1
17968,15518,Aran/020517.xml,does,mod,he,pro:sub,eat,v,NOUN,6,84,Aran,2,does_eat,2,2,1,1,1
4285,16197,Aran/020420.xml,round,adv,them,pro:obj,E,/e,NOUN,6,72,Aran,1,round_E,1,1,1,1,1
296,15330,Nina/020024.xml,did,mod,I,pro:sub,just,adv,NOUN,6,84,Nina,2,did_just,2,2,1,1,1
23579,19816,Nina/020426.xml,giving,part,him,pro:obj,E,/e,NOUN,6,72,Nina,1,giving_E,1,1,1,1,1
6032,353,Anne/020504.xml,S,/s,your,det:poss,angel,n,DET,4,25,Anne,0,S_angel,0,0,1,1,1
19293,3595,Nina/020129.xml,is,cop,he,pro:sub,biting,part,NOUN,6,84,Nina,2,is_biting,2,2,1,1,1
9939,19648,Anne/020029.xml,to,prep,my,det:poss,shop,n,DET,4,25,Anne,0,to_shop,0,0,1,1,1
3568,18746,Eve/010700b.xml,with,prep,your,det:poss,tinker,n,DET,4,25,Eve,0,with_tinker,0,0,1,1,1
12845,3291,Aran/020413.xml,S,/s,they,pro:sub,drown,v,NOUN,6,84,Aran,2,S_drown,2,2,1,1,1
4711,132,Anne/011104.xml,are,cop,we,pro:sub,E,/e,NOUN,6,84,Anne,2,are_E,2,2,1,1,1
17052,20010,Aran/020211.xml,has,v,she,pro:sub,E,/e,NOUN,6,84,Aran,2,has_E,2,2,1,1,1
1395,13949,Aran/020218.xml,for,prep,him,pro:obj,anymore,adv,NOUN,6,72,Aran,1,for_anymore,1,1,1,1,1
22261,16048,Nina/020426.xml,with,prep,my,det:poss,little,adj,DET,4,25,Nina,0,with_little,0,0,1,1,1
2850,5717,Anne/020210.xml,there,adv,we,pro:sub,are,cop,NOUN,6,84,Anne,2,there_are,2,2,1,1,1
8300,8239,Anne/020210.xml,have,v,we,pro:sub,got,v,NOUN,6,84,Anne,2,have_got,2,2,1,1,1
8184,3949,Anne/020210.xml,lost,part,them,pro:obj,E,/e,NOUN,6,72,Anne,1,lost_E,1,1,1,1,1
4273,13630,Aran/020413.xml,of,prep,your,det:poss,hut,n,DET,4,25,Aran,0,of_hut,0,0,1,1,1
15766,17142,Nina/020115.xml,on,prep,their,det:poss,back,n,DET,4,25,Nina,0,on_back,0,0,1,1,1
15153,24020,Eve/020100b.xml,on,prep,our,det:poss,chair,n,DET,4,25,Eve,0,on_chair,0,0,1,1,1
15871,18225,Aran/020413.xml,shall,mod,we,pro:sub,do,v,NOUN,6,84,Aran,2,shall_do,2,2,1,1,1
12750,16200,Aran/020610.xml,tell,v,us,pro:obj,what,pro:int,NOUN,6,72,Aran,1,tell_what,1,1,1,1,1
5815,8929,Aran/020427.xml,takes,v,them,pro:obj,away,adv,NOUN,6,72,Aran,1,takes_away,1,1,1,1,1
21534,10119,Aran/020211.xml,but,conj,they,pro:sub,weren't,aux~neg,NOUN,6,84,Aran,2,but_weren't,2,2,1,1,1
10954,2070,Nina/020528.xml,pick,v,them,pro:obj,up,adv,NOUN,6,72,Nina,1,pick_up,1,1,1,1,1
7335,13805,Aran/020218.xml,mustn't,mod~neg,he,pro:sub,E,/e,NOUN,6,84,Aran,2,mustn't_E,2,2,1,1,1
23505,97,Anne/020414.xml,hadn't,aux~neg,we,pro:sub,E,/e,NOUN,6,84,Anne,2,hadn't_E,2,2,1,1,1
19458,16520,Aran/020427.xml,put,v,your,det:poss,notes,n,DET,4,25,Aran,0,put_notes,0,0,1,1,1
7313,9873,Nina/020328.xml,licking,part,his,det:poss,lips,n,DET,4,25,Nina,0,licking_lips,0,0,1,1,1
14939,2193,Nina/020528.xml,me,pro:obj,your,det:poss,thumb,n,DET,4,25,Nina,0,me_thumb,0,0,1,1,1
9927,16667,Anne/020400.xml,aren't,aux~neg,I,pro:sub,E,/e,NOUN,6,84,Anne,2,aren't_E,2,2,1,1,1
3392,17831,Aran/020302.xml,have,v,we,pro:sub,got,v,NOUN,6,84,Aran,2,have_got,2,2,1,1,1
22768,8780,Aran/020413.xml,shall,mod,we,pro:sub,have,v,NOUN,6,84,Aran,2,shall_have,2,2,1,1,1
18414,5725,Anne/020122.xml,wants,v,her,det:poss,shoes,n,DET,4,25,Anne,0,wants_shoes,0,0,1,1,1
19999,19832,Eve/011000a.xml,S,/s,I,pro:sub,have,v,NOUN,6,84,Eve,2,S_have,2,2,1,1,1
18704,15063,Aran/020128.xml,aren't,aux~neg,they,pro:sub,E,/e,NOUN,6,84,Aran,2,aren't_E,2,2,1,1,1
9369,19322,Nina/020106.xml,Linda,n:prop,your,det:poss,new,adj,DET,4,25,Nina,0,Linda_new,0,0,1,1,1
24786,13407,Nina/020406.xml,S,/s,I,pro:sub,know,v,NOUN,6,84,Nina,2,S_know,2,2,1,1,1
13782,8512,Peter/010908.xml,shall,mod,I,pro:sub,wash,v,NOUN,6,84,Peter,2,shall_wash,2,2,1,1,1
10849,21599,Peter/011117.xml,out_of,prep,your,det:poss,mouth,n,DET,4,25,Peter,0,out_of_mouth,0,0,1,1,1
1797,8590,Anne/020122.xml,where,pro:int,he,pro:sub,is,cop,NOUN,6,84,Anne,2,where_is,2,2,1,1,1
16710,4295,Eve/020100a.xml,S,/s,I,pro:sub,think,v,NOUN,6,84,Eve,2,S_think,2,2,1,1,1
13280,11260,Anne/020301.xml,was,cop,my,det:poss,fault,n,DET,4,25,Anne,0,was_fault,0,0,1,1,1
22797,2683,Nina/020122.xml,shall,mod,we,pro:sub,make,v,NOUN,6,84,Nina,2,shall_make,2,2,1,1,1
20210,956,Nina/020106.xml,feeding,part,him,pro:obj,E,/e,NOUN,6,72,Nina,1,feeding_E,1,1,1,1,1
10199,23534,Aran/020107.xml,do,mod,we,pro:sub,E,/e,NOUN,6,84,Aran,2,do_E,2,2,1,1,1
13424,14065,Nina/020115.xml,like,v,his,det:poss,food,n,DET,4,25,Nina,0,like_food,0,0,1,1,1
10150,19157,Nina/020314.xml,broke,v,her,det:poss,arm,n,DET,4,25,Nina,0,broke_arm,0,0,1,1,1
19042,8077,Aran/020427.xml,switched,v,your,det:poss,phone,n,DET,4,25,Aran,0,switched_phone,0,0,1,1,1
22149,23993,Aran/011112.xml,in,prep,your,det:poss,pocket,n,DET,4,25,Aran,0,in_pocket,0,0,1,1,1
10619,1162,Peter/020415.xml,ask,v,her,pro:obj,E,/e,NOUN,6,72,Peter,1,ask_E,1,1,1,1,1
18578,2981,Aran/011126.xml,that,pro:rel,we,pro:sub,can't,mod~neg,NOUN,6,84,Aran,2,that_can't,2,2,1,1,1
22805,24475,Anne/020414.xml,use,v,your,det:poss,cot,n,DET,4,25,Anne,0,use_cot,0,0,1,1,1
855,19544,Nina/020122.xml,shall,mod,we,pro:sub,feed,v,NOUN,6,84,Nina,2,shall_feed,2,2,1,1,1
20721,19694,Nina/020228.xml,isn't,cop~neg,he,pro:sub,E,/e,NOUN,6,84,Nina,2,isn't_E,2,2,1,1,1
8372,23401,Aran/011112.xml,is,cop,she,pro:sub,E,/e,NOUN,6,84,Aran,2,is_E,2,2,1,1,1
23581,8283,Aran/020413.xml,here,adv,they,pro:sub,are,cop,NOUN,6,84,Aran,2,here_are,2,2,1,1,1
9805,24611,Anne/020108.xml,are,cop,they,pro:sub,going,part,NOUN,6,84,Anne,2,are_going,2,2,1,1,1
20945,4436,Anne/020504.xml,bricks,n,he,pro:sub,can,mod,NOUN,6,84,Anne,2,bricks_can,2,2,1,1,1
24601,77,Nina/020318.xml,that's,pro:dem~cop,my,det:poss,cup,n,DET,4,25,Nina,0,that's_cup,0,0,1,1,1
24287,24556,Eve/020200b.xml,have,v,them,pro:obj,yes,co,NOUN,6,72,Eve,1,have_yes,0,1,1,1,0
8823,22964,Aran/020427.xml,sure,adj,I,pro:sub,can't,mod~neg,NOUN,6,84,Aran,2,sure_can't,2,2,1,1,1
12769,8055,Anne/020108.xml,is,cop,he,pro:sub,sleeping,part,NOUN,6,84,Anne,2,is_sleeping,2,2,1,1,1
19333,4459,Aran/020517.xml,show,v,me,pro:obj,E,/e,NOUN,6,72,Aran,1,show_E,1,1,1,1,1
23752,16783,Anne/020029.xml,from,prep,your,det:poss,party,n,DET,4,25,Anne,0,from_party,0,0,1,1,1
1093,23977,Anne/020604.xml,S,/s,he,pro:sub,was,cop,NOUN,6,84,Anne,2,S_was,2,2,1,1,1
15622,17877,Nina/020524.xml,did,mod,we,pro:sub,do,v,NOUN,6,84,Nina,2,did_do,2,2,1,1,1
19078,560,Anne/020604.xml,now,adv,we,pro:sub,can,mod,NOUN,6,84,Anne,2,now_can,2,2,1,1,1
8150,11859,Aran/020100.xml,want,v,your,det:poss,slippers,n,DET,4,25,Aran,0,want_slippers,0,0,1,1,1
15484,6872,Nina/020528.xml,what's,pro:int~cop,she,pro:sub,doing,part,NOUN,6,84,Nina,2,what's_doing,2,2,1,1,1
3190,12791,Anne/020015.xml,S,/s,I,pro:sub,think,v,NOUN,6,84,Anne,2,S_think,2,2,1,1,1
14095,19073,Anne/011106.xml,S,/s,I,pro:sub,think,v,NOUN,6,84,Anne,2,S_think,2,2,1,1,1
18332,21385,Aran/020503.xml,should,mod,we,pro:sub,E,/e,NOUN,6,84,Aran,2,should_E,2,2,1,1,1
1425,21586,Aran/020413.xml,aren't,aux~neg,they,pro:sub,E,/e,NOUN,6,84,Aran,2,aren't_E,2,2,1,1,1
19183,8175,Anne/020502.xml,want,v,me,pro:obj,to,inf,NOUN,6,72,Anne,1,want_to,1,1,1,1,1
12908,14398,Naomi/020430.xml,for,prep,your,det:poss,coughing,part,DET,4,25,Naomi,0,for_coughing,0,0,1,1,1
